Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10009_001,SE_A10009_002,SE_A10009_003,SE_A10009_004,SE_A10009_005,SE_A10009_006,SE_A10009_007,SE_A10009_008,SE_A10009_009,SE_A10009_010,SE_A10009_011,SE_A10009_012,SE_A10009_013,SE_A10009_014,SE_A10009_015,SE_A10009_016,SE_A10009_017,SE_A10009_018,SE_A10009_019,PCT_SE_A10009_002,PCT_SE_A10009_003,PCT_SE_A10009_004,PCT_SE_A10009_005,PCT_SE_A10009_006,PCT_SE_A10009_007,PCT_SE_A10009_008,PCT_SE_A10009_009,PCT_SE_A10009_010,PCT_SE_A10009_011,PCT_SE_A10009_012,PCT_SE_A10009_013,PCT_SE_A10009_014,PCT_SE_A10009_015,PCT_SE_A10009_016,PCT_SE_A10009_017,PCT_SE_A10009_018,PCT_SE_A10009_019,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008,SE_B12001_001,SE_B12001_002,SE_B12001_003,SE_B12001_004,PCT_SE_B12001_002,PCT_SE_B12001_003,PCT_SE_B12001_004,SE_A12003_001,SE_A12003_002,SE_A12003_003,PCT_SE_A12003_002,PCT_SE_A12003_003,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017,SE_A14006_001,SE_A14020_001,SE_A14027_001,SE_A14027_002,SE_A14027_003,SE_A14027_004,SE_A14027_005,SE_A14027_006,SE_A14026_001,SE_A14026_002,SE_A14026_003,SE_A14026_004,SE_A14026_005,SE_A14025_001,SE_A14025_002,SE_A14025_003,SE_A14025_004,SE_A14025_005,SE_A14025_006,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003,PCT_SE_A13003A_002,PCT_SE_A13003A_003,SE_A13002_001,SE_A13002_002,SE_A13002_003,SE_A13002_004,SE_A13002_005,SE_A13002_006,SE_A13002_007,SE_A13002_008,SE_A13002_009,SE_A13002_010,SE_A13002_011,PCT_SE_A13002_002,PCT_SE_A13002_003,PCT_SE_A13002_004,PCT_SE_A13002_005,PCT_SE_A13002_006,PCT_SE_A13002_007,PCT_SE_A13002_008,PCT_SE_A13002_009,PCT_SE_A13002_010,PCT_SE_A13002_011,SE_A13003B_001,SE_A13003B_002,SE_A13003B_003,PCT_SE_A13003B_002,PCT_SE_A13003B_003
"06075022803","Census Tract 228.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"022803",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075022803","Census Tract 228.03",,,,1422,371,371,280,91,17,74,0,0,0,1051,434,281,153,71,82,617,358,259,26.09,26.09,19.69,6.4,1.2,5.2,0,0,0,73.91,30.52,19.76,10.76,4.99,5.77,43.39,25.18,18.21,2906,356,2550,2104,1546,737,241,164,12.25,87.75,72.4,53.2,25.36,8.29,5.64,2906,356,1004,1546,12.25,34.55,53.2,101,0,101,0,100,1422,44,27,38,9,0,10,75,2,4,56,21,113,122,89,295,517,3.09,1.9,2.67,0.63,0,0.7,5.27,0.14,0.28,3.94,1.48,7.95,8.58,6.26,20.75,36.36,158545,183981600,31568,105383,161323,245504,520315,842896,67136,132432,188220,250001,250001,2.97,9.9,15.16,23.07,48.9,19.8,935,238,697,25.45,74.55,805,63,11,6,0,0,0,46,46,0,742,7.83,1.37,0.75,0,0,0,5.71,5.71,0,92.17,2710,359,2351,13.25,86.75
"06075022901","Census Tract 229.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"022901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075022901","Census Tract 229.01",,,,1408,480,480,345,135,44,91,0,0,0,928,311,148,163,34,129,617,276,341,34.09,34.09,24.5,9.59,3.12,6.46,0,0,0,65.91,22.09,10.51,11.58,2.41,9.16,43.82,19.6,24.22,3152,1013,2139,1887,1433,363,111,69,32.14,67.86,59.87,45.46,11.52,3.52,2.19,3152,1013,706,1433,32.14,22.4,45.46,140,0,140,0,100,1408,11,91,35,8,54,82,7,24,26,74,82,243,87,128,208,248,0.78,6.46,2.49,0.57,3.84,5.82,0.5,1.7,1.85,5.26,5.82,17.26,6.18,9.09,14.77,17.61,94214,112229300,22671,63019,99490,155204,468748,945512,35214,83549,133500,193955,250001,2.8,7.79,12.3,19.18,57.93,29.21,832,32,800,3.85,96.15,791,45,0,0,0,0,0,45,25,20,746,5.69,0,0,0,0,0,5.69,3.16,2.53,94.31,2872,202,2670,7.03,92.97
"06075022902","Census Tract 229.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"022902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075022902","Census Tract 229.02",,,,727,158,158,95,63,49,14,0,0,0,569,215,93,122,9,113,354,211,143,21.73,21.73,13.07,8.67,6.74,1.93,0,0,0,78.27,29.57,12.79,16.78,1.24,15.54,48.69,29.02,19.67,1660,204,1456,1224,1026,529,188,88,12.29,87.71,73.73,61.81,31.87,11.33,5.3,1660,204,430,1026,12.29,25.9,61.81,31,0,31,0,100,727,25,14,0,13,0,0,6,14,29,21,62,40,38,27,77,361,3.44,1.93,0,1.79,0,0,0.83,1.93,3.99,2.89,8.53,5.5,5.23,3.71,10.59,49.66,199671,89561000,37374,96556,206271,322644,645910,996424,70447,150643,250001,250001,250001,2.86,7.38,15.76,24.65,49.35,19.03,266,11,255,4.14,95.86,373,5,0,0,0,0,0,5,5,0,368,1.34,0,0,0,0,0,1.34,1.34,0,98.66,1418,141,1277,9.94,90.06
"06075022903","Census Tract 229.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"022903",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075022903","Census Tract 229.03",,,,1058,191,191,191,0,0,0,0,0,0,867,315,186,129,19,110,552,270,282,18.05,18.05,18.05,0,0,0,0,0,0,81.95,29.77,17.58,12.19,1.8,10.4,52.17,25.52,26.65,2144,284,1860,1504,1172,429,121,36,13.25,86.75,70.15,54.66,20.01,5.64,1.68,2144,284,688,1172,13.25,32.09,54.66,37,0,37,0,100,1058,48,0,10,19,21,23,10,37,5,35,35,131,39,22,89,534,4.54,0,0.95,1.8,1.98,2.17,0.95,3.5,0.47,3.31,3.31,12.38,3.69,2.08,8.41,50.47,201250,138308200,30499,92744,198618,290585,544490,910458,60429,126594,227227,250001,250001,2.64,8.02,17.17,25.12,47.06,19.67,333,10,323,3,97,506,20,10,10,0,0,0,0,0,0,486,3.95,1.98,1.98,0,0,0,0,0,0,96.05,2074,89,1985,4.29,95.71
"06075023001","Census Tract 230.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"023001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075023001","Census Tract 230.01",,,,1319,459,459,347,112,53,59,0,0,0,860,621,316,305,54,251,239,158,81,34.8,34.8,26.31,8.49,4.02,4.47,0,0,0,65.2,47.08,23.96,23.12,4.09,19.03,18.12,11.98,6.14,4150,1255,2895,1746,1189,156,40,25,30.24,69.76,42.07,28.65,3.76,0.96,0.6,4150,1255,1706,1189,30.24,41.11,28.65,280,27,253,9.64,90.36,1319,61,0,53,12,0,6,3,11,8,66,110,132,161,85,355,256,4.62,0,4.02,0.91,0,0.45,0.23,0.83,0.61,5,8.34,10.01,12.21,6.44,26.91,19.41,140179,152442300,34425,85795,137269,176390,310381,379997,65467,103694,166937,196943,250001,4.63,11.53,18.44,23.7,41.7,12.76,967,94,873,9.72,90.28,1080,101,0,4,61,19,42,36,18,18,979,9.35,0,0.37,5.65,1.76,3.89,3.33,1.67,1.67,90.65,3719,595,3124,16,84
"06075023003","Census Tract 230.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"023003",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075023003","Census Tract 230.03",,,,1206,345,345,256,89,52,37,0,0,0,861,479,297,182,99,83,382,259,123,28.61,28.61,21.23,7.38,4.31,3.07,0,0,0,71.39,39.72,24.63,15.09,8.21,6.88,31.67,21.48,10.2,3171,597,2574,2019,1289,210,51,24,18.83,81.17,63.67,40.65,6.62,1.61,0.76,3171,597,1285,1289,18.83,40.52,40.65,221,0,221,0,100,1206,30,45,66,0,23,14,15,75,19,27,126,129,38,63,112,424,2.49,3.73,5.47,0,1.91,1.16,1.24,6.22,1.58,2.24,10.45,10.7,3.15,5.22,9.29,35.16,118889,191910400,22819,63842,122896,218952,519156,875257,44107,83767,162438,250001,250001,2.41,6.74,12.97,23.1,54.78,23.09,664,0,664,0,100,824,30,0,0,30,0,30,0,0,0,794,3.64,0,0,3.64,0,3.64,0,0,0,96.36,2522,160,2362,6.34,93.66
"06075023102","Census Tract 231.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"023102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075023102","Census Tract 231.02",,,,1128,397,397,111,286,0,286,0,0,0,731,282,175,107,23,84,449,51,398,35.2,35.2,9.84,25.35,0,25.35,0,0,0,64.8,25,15.51,9.49,2.04,7.45,39.8,4.52,35.28,2243,495,1748,1244,334,165,86,41,22.07,77.93,55.46,14.89,7.36,3.83,1.83,2243,495,1414,334,22.07,63.04,14.89,107,0,107,0,100,1128,141,88,122,0,75,33,25,47,62,98,83,99,39,60,32,124,12.5,7.8,10.82,0,6.65,2.93,2.22,4.17,5.5,8.69,7.36,8.78,3.46,5.32,2.84,10.99,46331,77993500,7844,22178,49442,83137,274391,546085,14885,31909,59638,123400,250001,1.8,5.08,11.31,19.02,62.79,31.24,1015,252,763,24.83,75.17,679,110,20,0,0,0,0,90,90,0,569,16.2,2.95,0,0,0,0,13.25,13.25,0,83.8,2006,404,1602,20.14,79.86
"06075023103","Census Tract 231.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"023103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075023103","Census Tract 231.03",,,,1518,755,755,122,633,50,583,0,0,0,763,337,123,214,14,200,426,187,239,49.74,49.74,8.04,41.7,3.29,38.41,0,0,0,50.26,22.2,8.1,14.1,0.92,13.18,28.06,12.32,15.74,2309,661,1648,822,133,6,6,0,28.63,71.37,35.6,5.76,0.26,0.26,0,2309,661,1515,133,28.63,65.61,5.76,463,47,416,10.15,89.85,1518,227,150,149,169,91,134,0,147,75,85,110,98,74,0,9,0,14.95,9.88,9.82,11.13,5.99,8.83,0,9.68,4.94,5.6,7.25,6.46,4.87,0,0.59,0,28393,44799000,7985,16867,27861,46341,85487,118259,13347,21720,34465,58342,102923,4.33,9.14,15.1,25.11,46.32,16.02,1762,940,822,53.35,46.65,1092,464,65,14,50,50,0,335,270,65,628,42.49,5.95,1.28,4.58,4.58,0,30.68,24.73,5.95,57.51,2352,872,1480,37.07,62.93
"06075023200","Census Tract 232, San Francisco County, California","ca","140","00",,,,"06","075",,,"023200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075023200","Census Tract 232",,,,1153,595,595,471,124,0,124,0,0,0,558,278,195,83,24,59,280,99,181,51.6,51.6,40.85,10.75,0,10.75,0,0,0,48.4,24.11,16.91,7.2,2.08,5.12,24.28,8.59,15.7,2908,954,1954,1520,997,410,181,44,32.81,67.19,52.27,34.28,14.1,6.22,1.51,2908,954,957,997,32.81,32.91,34.28,282,0,282,0,100,1153,89,46,14,0,0,35,0,58,13,91,91,126,46,83,136,325,7.72,3.99,1.21,0,0,3.04,0,5.03,1.13,7.89,7.89,10.93,3.99,7.2,11.8,28.19,111597,115601900,18218,60321,107607,190548,378264,675590,44509,78158,147455,229110,250001,2.41,7.99,14.25,25.24,50.1,22.37,975,29,946,2.97,97.03,873,39,0,0,17,0,17,22,8,14,834,4.47,0,0,1.95,0,1.95,2.52,0.92,1.6,95.53,2654,246,2408,9.27,90.73
"06075023300","Census Tract 233, San Francisco County, California","ca","140","00",,,,"06","075",,,"023300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075023300","Census Tract 233",,,,1281,446,446,273,173,21,152,0,0,0,835,435,294,141,19,122,400,199,201,34.82,34.82,21.31,13.51,1.64,11.87,0,0,0,65.18,33.96,22.95,11.01,1.48,9.52,31.23,15.53,15.69,2920,776,2144,1321,662,130,19,15,26.58,73.42,45.24,22.67,4.45,0.65,0.51,2920,776,1482,662,26.58,50.75,22.67,176,0,176,0,100,1281,107,33,55,49,49,86,25,7,11,76,70,89,164,119,152,189,8.35,2.58,4.29,3.83,3.83,6.71,1.95,0.55,0.86,5.93,5.46,6.95,12.8,9.29,11.87,14.75,92574,92397800,13081,42180,92894,139442,306957,531948,27346,64182,119250,162133,250001,2.2,7.09,15.62,23.45,51.63,22.37,719,206,513,28.65,71.35,881,164,7,6,16,16,0,135,117,18,717,18.62,0.79,0.68,1.82,1.82,0,15.32,13.28,2.04,81.38,2560,422,2138,16.48,83.52
"06075023400","Census Tract 234, San Francisco County, California","ca","140","00",,,,"06","075",,,"023400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075023400","Census Tract 234",,,,1169,586,586,257,329,76,253,0,0,0,583,335,185,150,9,141,248,42,206,50.13,50.13,21.98,28.14,6.5,21.64,0,0,0,49.87,28.66,15.83,12.83,0.77,12.06,21.21,3.59,17.62,2521,619,1902,1263,498,209,24,16,24.55,75.45,50.1,19.75,8.29,0.95,0.63,2521,619,1404,498,24.55,55.69,19.75,325,0,325,0,100,1169,102,45,109,48,141,23,23,32,0,0,47,55,29,65,248,202,8.73,3.85,9.32,4.11,12.06,1.97,1.97,2.74,0,0,4.02,4.7,2.48,5.56,21.21,17.28,80788,98275400,11777,25864,81681,162596,286225,459175,18210,32457,137800,183013,250001,2.07,4.55,14.38,28.62,50.38,20.21,992,361,631,36.39,63.61,921,228,46,16,76,76,0,90,61,29,693,24.76,4.99,1.74,8.25,8.25,0,9.77,6.62,3.15,75.24,2159,499,1660,23.11,76.89
"06075025100","Census Tract 251, San Francisco County, California","ca","140","00",,,,"06","075",,,"025100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025100","Census Tract 251",,,,1306,399,399,285,114,11,103,0,0,0,907,458,282,176,151,25,449,219,230,30.55,30.55,21.82,8.73,0.84,7.89,0,0,0,69.45,35.07,21.59,13.48,11.56,1.91,34.38,16.77,17.61,2631,248,2383,2204,1624,661,291,53,9.43,90.57,83.77,61.73,25.12,11.06,2.01,2631,248,759,1624,9.43,28.85,61.73,59,0,59,0,100,1306,26,21,7,8,5,0,8,26,59,67,84,116,140,124,146,469,1.99,1.61,0.54,0.61,0.38,0,0.61,1.99,4.52,5.13,6.43,8.88,10.72,9.49,11.18,35.91,139600,224544000,41168,93638,145996,261605,635706,952586,63556,123009,176750,250001,250001,3.49,7.95,12.39,22.21,53.96,20.21,575,116,459,20.17,79.83,857,98,0,5,5,5,0,88,88,0,759,11.44,0,0.58,0.58,0.58,0,10.27,10.27,0,88.56,2193,178,2015,8.12,91.88
"06075025200","Census Tract 252, San Francisco County, California","ca","140","00",,,,"06","075",,,"025200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025200","Census Tract 252",,,,2463,609,609,512,97,55,42,0,0,0,1854,771,629,142,0,142,1083,857,226,24.73,24.73,20.79,3.94,2.23,1.71,0,0,0,75.27,31.3,25.54,5.77,0,5.77,43.97,34.79,9.18,4418,189,4229,3330,2918,1504,359,161,4.28,95.72,75.37,66.05,34.04,8.13,3.64,4418,189,1311,2918,4.28,29.67,66.05,68,0,68,0,100,2463,233,106,0,55,31,0,20,18,90,0,87,204,226,80,199,1114,9.46,4.3,0,2.23,1.26,0,0.81,0.73,3.65,0,3.53,8.28,9.18,3.25,8.08,45.23,163321,370078700,13611,83069,172187,351857,816503,1420477,45822,105171,250001,250001,250001,0.95,5.78,11.98,24.48,56.81,24.71,1020,15,1005,1.47,98.53,1380,106,15,20,0,0,0,71,0,71,1274,7.68,1.09,1.45,0,0,0,5.14,0,5.14,92.32,3920,535,3385,13.65,86.35
"06075025300","Census Tract 253, San Francisco County, California","ca","140","00",,,,"06","075",,,"025300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025300","Census Tract 253",,,,1692,258,258,189,69,60,9,0,0,0,1434,669,515,154,66,88,765,431,334,15.25,15.25,11.17,4.08,3.55,0.53,0,0,0,84.75,39.54,30.44,9.1,3.9,5.2,45.21,25.47,19.74,3678,375,3303,2807,2167,987,373,180,10.2,89.8,76.32,58.92,26.84,10.14,4.89,3678,375,1136,2167,10.2,30.89,58.92,53,0,53,0,100,1692,32,17,23,10,0,11,15,10,15,98,56,54,109,172,256,814,1.89,1,1.36,0.59,0,0.65,0.89,0.59,0.89,5.79,3.31,3.19,6.44,10.17,15.13,48.11,189688,293864700,48886,131022,188642,276428,704663,1277961,94350,158292,215375,250001,250001,3.62,9.71,13.98,20.48,52.21,23.67,396,12,384,3.03,96.97,927,6,6,0,0,0,0,0,0,0,921,0.65,0.65,0,0,0,0,0,0,0,99.35,3217,173,3044,5.38,94.62
"06075025401","Census Tract 254.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"025401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025401","Census Tract 254.01",,,,1357,549,549,396,153,45,108,0,0,0,808,347,284,63,26,37,461,281,180,40.46,40.46,29.18,11.27,3.32,7.96,0,0,0,59.54,25.57,20.93,4.64,1.92,2.73,33.97,20.71,13.26,2468,83,2385,2106,1802,853,315,144,3.36,96.64,85.33,73.01,34.56,12.76,5.83,2468,83,583,1802,3.36,23.62,73.01,170,0,170,0,100,1357,79,20,0,0,14,0,50,0,0,66,61,148,68,77,119,655,5.82,1.47,0,0,1.03,0,3.68,0,0,4.86,4.5,10.91,5.01,5.67,8.77,48.27,183902,230654600,33699,96540,185422,290693,552906,881075,68455,132950,240031,250001,250001,2.91,8.33,15.99,25.08,47.69,19,1106,58,1048,5.24,94.76,896,45,0,0,0,0,0,45,32,13,851,5.02,0,0,0,0,0,5.02,3.57,1.45,94.98,2208,100,2108,4.53,95.47
"06075025402","Census Tract 254.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"025402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025402","Census Tract 254.02",,,,1087,259,222,179,43,0,43,37,37,0,828,489,308,181,103,78,339,185,154,23.83,20.42,16.47,3.96,0,3.96,3.4,3.4,0,76.17,44.99,28.33,16.65,9.48,7.18,31.19,17.02,14.17,2560,256,2304,1929,1461,563,211,86,10,90,75.35,57.07,21.99,8.24,3.36,2560,256,843,1461,10,32.93,57.07,103,0,103,0,100,1087,18,10,19,0,0,80,16,0,0,74,41,41,43,53,241,451,1.66,0.92,1.75,0,0,7.36,1.47,0,0,6.81,3.77,3.77,3.96,4.88,22.17,41.49,173352,168120000,35962,113015,178075,233207,541363,810332,60067,161091,202025,250001,250001,3.26,10.26,16.16,21.17,49.14,18.39,370,20,350,5.41,94.59,711,17,10,7,0,0,0,0,0,0,694,2.39,1.41,0.98,0,0,0,0,0,0,97.61,2132,126,2006,5.91,94.09
"06075025403","Census Tract 254.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"025403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025403","Census Tract 254.03",,,,1380,616,616,476,140,21,119,0,0,0,764,473,314,159,85,74,291,142,149,44.64,44.64,34.49,10.14,1.52,8.62,0,0,0,55.36,34.28,22.75,11.52,6.16,5.36,21.09,10.29,10.8,3245,802,2443,1943,1349,583,221,143,24.71,75.29,59.88,41.57,17.97,6.81,4.41,3245,802,1094,1349,24.71,33.71,41.57,248,0,248,0,100,1380,67,50,88,63,81,0,0,7,4,33,60,106,120,72,123,506,4.86,3.62,6.38,4.57,5.87,0,0,0.51,0.29,2.39,4.35,7.68,8.7,5.22,8.91,36.67,128947,242284200,14739,59669,133766,276278,569586,843955,25247,93250,178971,250001,250001,1.4,5.66,12.69,26.21,54.04,20.02,1021,56,965,5.48,94.52,1089,112,27,17,0,0,0,68,10,58,977,10.28,2.48,1.56,0,0,0,6.24,0.92,5.33,89.72,3027,280,2747,9.25,90.75
"06075025501","Census Tract 255.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"025501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025501","Census Tract 255.01",,,,1031,427,393,279,114,6,108,34,34,0,604,433,313,120,11,109,171,130,41,41.42,38.12,27.06,11.06,0.58,10.48,3.3,3.3,0,58.58,42,30.36,11.64,1.07,10.57,16.59,12.61,3.98,2832,508,2324,2013,1241,357,102,57,17.94,82.06,71.08,43.82,12.61,3.6,2.01,2832,508,1083,1241,17.94,38.24,43.82,117,0,117,0,100,1031,0,9,9,60,0,0,14,17,14,54,30,110,151,52,157,354,0,0.87,0.87,5.82,0,0,1.36,1.65,1.36,5.24,2.91,10.67,14.65,5.04,15.23,34.34,146477,162939400,41528,99559,143137,224001,549600,707269,69818,110918,168725,250001,250001,3.93,9.41,13.53,21.18,51.96,16.72,914,181,733,19.8,80.2,826,63,54,9,0,0,0,0,0,0,763,7.63,6.54,1.09,0,0,0,0,0,0,92.37,2384,341,2043,14.3,85.7
"06075025502","Census Tract 255.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"025502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025502","Census Tract 255.02",,,,1220,343,343,273,70,3,67,0,0,0,877,490,311,179,45,134,387,244,143,28.11,28.11,22.38,5.74,0.25,5.49,0,0,0,71.89,40.16,25.49,14.67,3.69,10.98,31.72,20,11.72,2778,331,2447,1922,1204,384,86,86,11.92,88.08,69.19,43.34,13.82,3.1,3.1,2778,331,1243,1204,11.92,44.74,43.34,70,0,70,0,100,1220,41,0,28,0,27,47,87,53,0,34,0,46,76,120,221,440,3.36,0,2.3,0,2.21,3.85,7.13,4.34,0,2.79,0,3.77,6.23,9.84,18.11,36.07,168483,188884600,26492,88862,162777,254375,464108,587515,40854,129474,192241,250001,250001,2.66,8.92,16.33,25.52,46.57,14.74,534,49,485,9.18,90.82,833,43,20,12,0,0,0,11,0,11,790,5.16,2.4,1.44,0,0,0,1.32,0,1.32,94.84,2300,142,2158,6.17,93.83
"06075025600","Census Tract 256, San Francisco County, California","ca","140","00",,,,"06","075",,,"025600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025600","Census Tract 256",,,,1656,520,485,370,115,53,62,35,35,0,1136,774,503,271,115,156,362,158,204,31.4,29.29,22.34,6.94,3.2,3.74,2.11,2.11,0,68.6,46.74,30.37,16.36,6.94,9.42,21.86,9.54,12.32,3921,699,3222,2437,1438,354,70,0,17.83,82.17,62.15,36.67,9.03,1.79,0,3921,699,1784,1438,17.83,45.5,36.67,95,0,95,0,100,1656,18,32,27,8,32,64,96,80,27,42,95,248,79,134,189,485,1.09,1.93,1.63,0.48,1.93,3.86,5.8,4.83,1.63,2.54,5.74,14.98,4.77,8.09,11.41,29.29,114250,181042400,30081,68526,118523,194006,396853,542556,44008,84696,156083,250001,250001,3.72,8.48,14.67,24.01,49.12,16.79,830,80,750,9.64,90.36,1259,56,36,0,0,0,0,20,0,20,1203,4.45,2.86,0,0,0,0,1.59,0,1.59,95.55,3345,188,3157,5.62,94.38
"06075025701","Census Tract 257.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"025701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025701","Census Tract 257.01",,,,1559,469,457,335,122,50,72,12,0,12,1090,759,570,189,88,101,331,199,132,30.08,29.31,21.49,7.83,3.21,4.62,0.77,0,0.77,69.92,48.69,36.56,12.12,5.64,6.48,21.23,12.76,8.47,3849,1028,2821,2200,1167,237,100,43,26.71,73.29,57.16,30.32,6.16,2.6,1.12,3849,1028,1654,1167,26.71,42.97,30.32,330,0,330,0,100,1559,10,11,43,0,32,9,0,23,14,41,81,123,358,186,206,422,0.64,0.71,2.76,0,2.05,0.58,0,1.48,0.9,2.63,5.2,7.89,22.96,11.93,13.21,27.07,129663,225191400,50047,107494,130803,192382,405256,773243,85712,120688,153600,246478,250001,5.65,12.13,14.76,21.71,45.74,21.82,867,48,819,5.54,94.46,1216,50,25,25,0,0,0,0,0,0,1166,4.11,2.06,2.06,0,0,0,0,0,0,95.89,3441,249,3192,7.24,92.76
"06075025702","Census Tract 257.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"025702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025702","Census Tract 257.02",,,,1135,452,452,430,22,0,22,0,0,0,683,396,261,135,99,36,287,129,158,39.82,39.82,37.89,1.94,0,1.94,0,0,0,60.18,34.89,23,11.89,8.72,3.17,25.29,11.37,13.92,3451,878,2573,1705,1071,259,146,59,25.44,74.56,49.41,31.03,7.51,4.23,1.71,3451,878,1502,1071,25.44,43.52,31.03,92,0,92,0,100,1135,76,8,55,0,21,19,0,16,70,30,137,132,143,39,183,206,6.7,0.7,4.85,0,1.85,1.67,0,1.41,6.17,2.64,12.07,11.63,12.6,3.44,16.12,18.15,104250,154769000,19785,64827,102952,157637,412879,658739,48443,79891,123415,187341,250001,2.61,8.55,13.58,20.79,54.46,21.72,1072,23,1049,2.15,97.85,848,12,12,0,0,0,0,0,0,0,836,1.42,1.42,0,0,0,0,0,0,0,98.58,2381,134,2247,5.63,94.37
