Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10009_001,SE_A10009_002,SE_A10009_003,SE_A10009_004,SE_A10009_005,SE_A10009_006,SE_A10009_007,SE_A10009_008,SE_A10009_009,SE_A10009_010,SE_A10009_011,SE_A10009_012,SE_A10009_013,SE_A10009_014,SE_A10009_015,SE_A10009_016,SE_A10009_017,SE_A10009_018,SE_A10009_019,PCT_SE_A10009_002,PCT_SE_A10009_003,PCT_SE_A10009_004,PCT_SE_A10009_005,PCT_SE_A10009_006,PCT_SE_A10009_007,PCT_SE_A10009_008,PCT_SE_A10009_009,PCT_SE_A10009_010,PCT_SE_A10009_011,PCT_SE_A10009_012,PCT_SE_A10009_013,PCT_SE_A10009_014,PCT_SE_A10009_015,PCT_SE_A10009_016,PCT_SE_A10009_017,PCT_SE_A10009_018,PCT_SE_A10009_019,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008,SE_B12001_001,SE_B12001_002,SE_B12001_003,SE_B12001_004,PCT_SE_B12001_002,PCT_SE_B12001_003,PCT_SE_B12001_004,SE_A12003_001,SE_A12003_002,SE_A12003_003,PCT_SE_A12003_002,PCT_SE_A12003_003,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017,SE_A14006_001,SE_A14020_001,SE_A14027_001,SE_A14027_002,SE_A14027_003,SE_A14027_004,SE_A14027_005,SE_A14027_006,SE_A14026_001,SE_A14026_002,SE_A14026_003,SE_A14026_004,SE_A14026_005,SE_A14025_001,SE_A14025_002,SE_A14025_003,SE_A14025_004,SE_A14025_005,SE_A14025_006,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003,PCT_SE_A13003A_002,PCT_SE_A13003A_003,SE_A13002_001,SE_A13002_002,SE_A13002_003,SE_A13002_004,SE_A13002_005,SE_A13002_006,SE_A13002_007,SE_A13002_008,SE_A13002_009,SE_A13002_010,SE_A13002_011,PCT_SE_A13002_002,PCT_SE_A13002_003,PCT_SE_A13002_004,PCT_SE_A13002_005,PCT_SE_A13002_006,PCT_SE_A13002_007,PCT_SE_A13002_008,PCT_SE_A13002_009,PCT_SE_A13002_010,PCT_SE_A13002_011,SE_A13003B_001,SE_A13003B_002,SE_A13003B_003,PCT_SE_A13003B_002,PCT_SE_A13003B_003
"06075015300","Census Tract 153, San Francisco County, California","ca","140","00",,,,"06","075",,,"015300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015300","Census Tract 153",,,,1077,154,154,145,9,0,9,0,0,0,923,169,134,35,25,10,754,409,345,14.3,14.3,13.46,0.84,0,0.84,0,0,0,85.7,15.69,12.44,3.25,2.32,0.93,70.01,37.98,32.03,2110,21,2089,1971,1732,760,172,27,1,99,93.41,82.09,36.02,8.15,1.28,2110,21,357,1732,1,16.92,82.09,35,0,35,0,100,1077,11,29,11,11,0,0,41,17,47,60,49,43,88,21,87,562,1.02,2.69,1.02,1.02,0,0,3.81,1.58,4.36,5.57,4.55,3.99,8.17,1.95,8.08,52.18,215417,133053400,36156,98527,204461,314742,764677,1447361,57583,153375,247429,250001,250001,2.55,6.95,14.41,22.19,53.91,25.51,243,0,243,0,100,323,25,0,25,0,0,0,0,0,0,298,7.74,0,7.74,0,0,0,0,0,0,92.26,1731,141,1590,8.15,91.85
"06075015401","Census Tract 154.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"015401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015401","Census Tract 154.01",,,,1632,183,183,169,14,14,0,0,0,0,1449,356,283,73,20,53,1093,570,523,11.21,11.21,10.36,0.86,0.86,0,0,0,0,88.79,21.81,17.34,4.47,1.23,3.25,66.97,34.93,32.05,2547,0,2547,2515,2175,737,177,38,0,100,98.74,85.39,28.94,6.95,1.49,2547,0,372,2175,0,14.61,85.39,25,0,25,0,100,1632,32,4,0,62,11,12,17,28,0,183,110,121,100,87,182,683,1.96,0.25,0,3.8,0.67,0.74,1.04,1.72,0,11.21,6.74,7.41,6.13,5.33,11.15,41.85,173409,184421500,38456,86744,164913,257584,534042,967909,57543,121021,213545,250001,250001,3.56,8.02,15.25,23.81,49.37,22.37,305,9,296,2.95,97.05,539,8,8,0,0,0,0,0,0,0,531,1.48,1.48,0,0,0,0,0,0,0,98.52,2271,104,2167,4.58,95.42
"06075015402","Census Tract 154.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"015402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015402","Census Tract 154.02",,,,1331,335,335,335,0,0,0,0,0,0,996,316,260,56,33,23,680,135,545,25.17,25.17,25.17,0,0,0,0,0,0,74.83,23.74,19.53,4.21,2.48,1.73,51.09,10.14,40.95,2098,0,2098,1998,1695,709,195,69,0,100,95.23,80.79,33.79,9.29,3.29,2098,0,403,1695,0,19.21,80.79,46,0,46,0,100,1331,0,0,16,27,68,9,27,0,0,9,89,20,78,10,285,693,0,0,1.2,2.03,5.11,0.68,2.03,0,0,0.68,6.69,1.5,5.86,0.75,21.41,52.07,207292,297919100,47076,141826,202721,331855,894996,1417138,100120,165432,249192,250001,250001,2.91,8.76,12.53,20.5,55.3,21.89,457,0,457,0,100,651,0,0,0,0,0,0,0,0,0,651,0,0,0,0,0,0,0,0,0,100,2068,0,2068,0,100
"06075015500","Census Tract 155, San Francisco County, California","ca","140","00",,,,"06","075",,,"015500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015500","Census Tract 155",,,,2250,117,117,67,50,50,0,0,0,0,2133,473,346,127,0,127,1660,573,1087,5.2,5.2,2.98,2.22,2.22,0,0,0,0,94.8,21.02,15.38,5.64,0,5.64,73.78,25.47,48.31,3369,261,3108,2755,2374,927,295,103,7.75,92.25,81.78,70.47,27.52,8.76,3.06,3369,261,734,2374,7.75,21.79,70.47,60,0,60,0,100,2250,325,205,101,147,12,68,28,0,21,0,23,209,127,95,340,549,14.44,9.11,4.49,6.53,0.53,3.02,1.24,0,0.93,0,1.02,9.29,5.64,4.22,15.11,24.4,95909,134275500,5593,23519,102150,185670,390841,640911,13742,49167,144875,217368,250001,0.79,3.32,14.43,26.23,55.22,22.64,168,23,145,13.69,86.31,590,17,0,0,17,17,0,0,0,0,573,2.88,0,0,2.88,2.88,0,0,0,0,97.12,2138,314,1824,14.69,85.31
"06075015600","Census Tract 156, San Francisco County, California","ca","140","00",,,,"06","075",,,"015600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015600","Census Tract 156",,,,1376,143,119,104,15,0,15,24,0,24,1233,411,287,124,31,93,822,335,487,10.39,8.65,7.56,1.09,0,1.09,1.74,0,1.74,89.61,29.87,20.86,9.01,2.25,6.76,59.74,24.35,35.39,2145,227,1918,1822,1424,617,173,65,10.58,89.42,84.94,66.39,28.76,8.07,3.03,2145,227,494,1424,10.58,23.03,66.39,5,0,5,0,100,1376,58,121,0,77,32,56,0,61,44,0,65,220,114,46,148,334,4.22,8.79,0,5.6,2.33,4.07,0,4.43,3.2,0,4.72,15.99,8.28,3.34,10.76,24.27,89792,95394500,14513,50676,95466,173100,379219,635125,27286,77459,120767,230571,250001,2.04,7.11,13.39,24.28,53.19,22.27,229,24,205,10.48,89.52,530,11,0,0,0,0,0,11,0,11,519,2.08,0,0,0,0,0,2.08,0,2.08,97.92,1961,338,1623,17.24,82.76
"06075015701","Census Tract 157.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"015701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015701","Census Tract 157.01",,,,1217,173,173,96,77,19,58,0,0,0,1044,319,257,62,13,49,725,306,419,14.22,14.22,7.89,6.33,1.56,4.77,0,0,0,85.78,26.21,21.12,5.09,1.07,4.03,59.57,25.14,34.43,2449,68,2381,2145,1815,685,296,80,2.78,97.22,87.59,74.11,27.97,12.09,3.27,2449,68,566,1815,2.78,23.11,74.11,1331,0,1331,0,100,1217,37,46,90,0,0,0,8,0,0,0,40,98,105,142,197,454,3.04,3.78,7.4,0,0,0,0.66,0,0,0,3.29,8.05,8.63,11.67,16.19,37.3,156581,143733300,30723,114289,161810,248144,556996,1024881,92783,140421,189288,250001,250001,2.76,10.28,14.55,22.32,50.09,23.04,277,23,254,8.3,91.7,492,23,23,0,0,0,0,0,0,0,469,4.67,4.67,0,0,0,0,0,0,0,95.33,2437,409,2028,16.78,83.22
"06075015702","Census Tract 157.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"015702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015702","Census Tract 157.02",,,,1397,291,291,251,40,25,15,0,0,0,1106,324,314,10,0,10,782,518,264,20.83,20.83,17.97,2.86,1.79,1.07,0,0,0,79.17,23.19,22.48,0.72,0,0.72,55.98,37.08,18.9,2537,95,2442,2397,2134,1010,173,36,3.74,96.26,94.48,84.12,39.81,6.82,1.42,2537,95,308,2134,3.74,12.14,84.12,88,0,88,0,100,1397,11,14,28,0,39,0,11,0,11,26,56,96,81,61,239,724,0.79,1,2,0,2.79,0,0.79,0,0.79,1.86,4.01,6.87,5.8,4.37,17.11,51.83,211641,252204500,55481,140404,223062,342745,670559,912711,97000,183586,250001,250001,250001,3.87,9.8,15.57,23.93,46.82,15.93,396,16,380,4.04,95.96,615,14,14,0,0,0,0,0,0,0,601,2.28,2.28,0,0,0,0,0,0,0,97.72,2309,100,2209,4.33,95.67
"06075015801","Census Tract 158.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"015801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015801","Census Tract 158.01",,,,1416,286,286,148,138,0,138,0,0,0,1130,381,289,92,0,92,749,283,466,20.2,20.2,10.45,9.75,0,9.75,0,0,0,79.8,26.91,20.41,6.5,0,6.5,52.9,19.99,32.91,2527,237,2290,1887,1399,569,235,56,9.38,90.62,74.67,55.36,22.52,9.3,2.22,2527,237,891,1399,9.38,35.26,55.36,42,0,42,0,100,1416,20,114,3,68,9,36,34,22,15,61,75,145,83,25,191,515,1.41,8.05,0.21,4.8,0.64,2.54,2.4,1.55,1.06,4.31,5.3,10.24,5.86,1.77,13.49,36.37,149643,151171800,19968,66957,141547,238317,481749,743716,39750,87077,189235,250001,250001,2.11,7.06,14.92,25.12,50.79,19.6,523,41,482,7.84,92.16,667,57,0,28,0,0,0,29,17,12,610,8.55,0,4.2,0,0,0,4.35,2.55,1.8,91.45,2051,252,1799,12.29,87.71
"06075015802","Census Tract 158.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"015802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015802","Census Tract 158.02",,,,1572,116,116,71,45,0,45,0,0,0,1456,293,237,56,33,23,1163,644,519,7.38,7.38,4.52,2.86,0,2.86,0,0,0,92.62,18.64,15.08,3.56,2.1,1.46,73.98,40.97,33.02,2732,96,2636,2502,2236,964,339,159,3.51,96.49,91.58,81.84,35.29,12.41,5.82,2732,96,400,2236,3.51,14.64,81.84,63,0,63,0,100,1572,136,19,21,12,7,35,41,0,26,23,65,146,186,92,214,549,8.65,1.21,1.34,0.76,0.45,2.23,2.61,0,1.65,1.46,4.13,9.29,11.83,5.85,13.61,34.92,142700,141260100,20370,85332,146568,243119,605570,1138320,58600,111808,184789,250001,250001,1.85,7.75,13.31,22.08,55,25.85,150,0,150,0,100,409,13,0,0,0,0,0,13,0,13,396,3.18,0,0,0,0,0,3.18,0,3.18,96.82,2772,526,2246,18.98,81.02
"06075015900","Census Tract 159, San Francisco County, California","ca","140","00",,,,"06","075",,,"015900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015900","Census Tract 159",,,,2159,420,399,268,131,0,131,21,21,0,1739,441,318,123,19,104,1298,794,504,19.45,18.48,12.41,6.07,0,6.07,0.97,0.97,0,80.55,20.43,14.73,5.7,0.88,4.82,60.12,36.78,23.34,3556,348,3208,2745,2073,542,122,78,9.79,90.21,77.19,58.3,15.24,3.43,2.19,3556,348,1135,2073,9.79,31.92,58.3,89,0,89,0,100,2159,86,264,106,95,166,10,0,9,28,97,29,257,86,113,234,579,3.98,12.23,4.91,4.4,7.69,0.46,0,0.42,1.3,4.49,1.34,11.9,3.98,5.23,10.84,26.82,83162,131808700,11761,35335,93821,182702,361974,539463,17464,62724,138250,241700,250001,1.72,5.15,13.68,26.65,52.8,19.67,876,122,754,13.93,86.07,840,127,20,27,0,0,0,80,80,0,713,15.12,2.38,3.21,0,0,0,9.52,9.52,0,84.88,2797,338,2459,12.08,87.92
"06075016000","Census Tract 160, San Francisco County, California","ca","140","00",,,,"06","075",,,"016000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016000","Census Tract 160",,,,1724,81,81,47,34,34,0,0,0,0,1643,352,270,82,70,12,1291,643,648,4.7,4.7,2.73,1.97,1.97,0,0,0,0,95.3,20.42,15.66,4.76,4.06,0.7,74.88,37.3,37.59,2568,306,2262,1926,1555,928,556,161,11.92,88.08,75,60.55,36.14,21.65,6.27,2568,306,707,1555,11.92,27.53,60.55,32,0,32,0,100,1724,163,124,19,33,21,7,23,31,28,83,56,126,108,379,121,402,9.45,7.19,1.1,1.91,1.22,0.41,1.33,1.8,1.62,4.81,3.25,7.31,6.26,21.98,7.02,23.32,141304,113872900,11315,61657,128021,167852,466081,939842,25906,94955,143877,226550,250001,1.36,7.38,15.33,20.1,55.82,28.14,95,0,95,0,100,433,61,0,61,0,0,0,0,0,0,372,14.09,0,14.09,0,0,0,0,0,0,85.91,1761,154,1607,8.75,91.25
"06075016101","Census Tract 161.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"016101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016101","Census Tract 161.01",,,,1572,114,114,94,20,0,20,0,0,0,1458,346,181,165,126,39,1112,379,733,7.25,7.25,5.98,1.27,0,1.27,0,0,0,92.75,22.01,11.51,10.5,8.02,2.48,70.74,24.11,46.63,2269,88,2181,1892,1366,538,241,84,3.88,96.12,83.38,60.2,23.71,10.62,3.7,2269,88,815,1366,3.88,35.92,60.2,0,0,0,,,1572,41,430,42,83,72,147,27,13,18,25,20,129,68,107,113,237,2.61,27.35,2.67,5.28,4.58,9.35,1.72,0.83,1.15,1.59,1.27,8.21,4.33,6.81,7.19,15.08,,55843000,11541,17942,39913,120110,299283,549027,13517,28250,82620,172909,250001,2.36,3.67,8.17,24.57,61.23,28.08,158,41,117,25.95,74.05,460,62,42,20,0,0,0,0,0,0,398,13.48,9.13,4.35,0,0,0,0,0,0,86.52,1403,252,1151,17.96,82.04
"06075016102","Census Tract 161.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"016102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016102","Census Tract 161.02",,,,1212,186,186,108,78,46,32,0,0,0,1026,421,152,269,56,213,605,185,420,15.35,15.35,8.91,6.44,3.8,2.64,0,0,0,84.65,34.74,12.54,22.19,4.62,17.57,49.92,15.26,34.65,2326,558,1768,840,490,203,175,175,23.99,76.01,36.11,21.07,8.73,7.52,7.52,2326,558,1278,490,23.99,54.94,21.07,174,0,174,0,100,1212,118,324,60,80,56,23,0,11,53,47,65,269,0,98,0,8,9.74,26.73,4.95,6.6,4.62,1.9,0,0.91,4.37,3.88,5.36,22.19,0,8.09,0,0.66,,35378700,,,,,,,12963,19085,52958,88824,148066,,,,,,,291,115,176,39.52,60.48,607,160,18,25,21,21,0,96,0,96,447,26.36,2.97,4.12,3.46,3.46,0,15.82,0,15.82,73.64,1651,477,1174,28.89,71.11
"06075016200","Census Tract 162, San Francisco County, California","ca","140","00",,,,"06","075",,,"016200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016200","Census Tract 162",,,,1872,97,97,78,19,0,19,0,0,0,1775,474,327,147,113,34,1301,805,496,5.18,5.18,4.17,1.01,0,1.01,0,0,0,94.82,25.32,17.47,7.85,6.04,1.82,69.5,43,26.5,2772,232,2540,2230,1872,959,182,72,8.37,91.63,80.45,67.53,34.6,6.57,2.6,2772,232,668,1872,8.37,24.1,67.53,35,0,35,0,100,1872,38,78,15,17,39,40,0,38,43,97,150,260,102,107,174,674,2.03,4.17,0.8,0.91,2.08,2.14,0,2.03,2.3,5.18,8.01,13.89,5.45,5.72,9.29,36,125913,164069400,29964,72358,129241,238630,506318,771614,54176,93408,183820,250001,250001,3.07,7.41,13.24,24.44,51.85,19.75,155,0,155,0,100,571,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,100,2665,331,2334,12.42,87.58
"06075016300","Census Tract 163, San Francisco County, California","ca","140","00",,,,"06","075",,,"016300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016300","Census Tract 163",,,,1944,226,208,159,49,0,49,18,0,18,1718,367,239,128,86,42,1351,786,565,11.63,10.7,8.18,2.52,0,2.52,0.93,0,0.93,88.37,18.88,12.29,6.58,4.42,2.16,69.5,40.43,29.06,3124,93,3031,2712,2270,938,170,90,2.98,97.02,86.81,72.66,30.03,5.44,2.88,3124,93,761,2270,2.98,24.36,72.66,101,0,101,0,100,1944,133,24,88,57,79,13,112,19,67,83,54,232,62,174,242,505,6.84,1.23,4.53,2.93,4.06,0.67,5.76,0.98,3.45,4.27,2.78,11.93,3.19,8.95,12.45,25.98,101964,137315400,15954,52164,109558,188294,471114,641750,31500,77337,136621,250001,250001,1.91,6.23,13.09,22.49,56.28,19.17,258,0,258,0,100,575,16,0,16,0,0,0,0,0,0,559,2.78,0,2.78,0,0,0,0,0,0,97.22,3118,372,2746,11.93,88.07
"06075016400","Census Tract 164, San Francisco County, California","ca","140","00",,,,"06","075",,,"016400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016400","Census Tract 164",,,,1679,262,262,255,7,7,0,0,0,0,1417,135,86,49,11,38,1282,767,515,15.6,15.6,15.19,0.42,0.42,0,0,0,0,84.4,8.04,5.12,2.92,0.66,2.26,76.35,45.68,30.67,3017,97,2920,2753,2447,1038,397,172,3.22,96.78,91.25,81.11,34.41,13.16,5.7,3017,97,473,2447,3.22,15.68,81.11,0,0,0,,,1679,100,48,11,17,14,0,5,21,18,15,49,96,61,291,128,805,5.96,2.86,0.66,1.01,0.83,0,0.3,1.25,1.07,0.89,2.92,5.72,3.63,17.33,7.62,47.95,183281,144461900,31764,123183,187882,296056,660286,992171,80810,143634,233866,250001,250001,2.44,9.48,14.46,22.79,50.82,19.09,334,0,334,0,100,397,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,100,2812,256,2556,9.1,90.9
"06075016500","Census Tract 165, San Francisco County, California","ca","140","00",,,,"06","075",,,"016500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016500","Census Tract 165",,,,2303,309,309,233,76,0,76,0,0,0,1994,768,668,100,0,100,1226,528,698,13.42,13.42,10.12,3.3,0,3.3,0,0,0,86.58,33.35,29.01,4.34,0,4.34,53.23,22.93,30.31,4708,390,4318,3978,3314,1226,307,195,8.28,91.72,84.49,70.39,26.04,6.52,4.14,4708,390,1004,3314,8.28,21.33,70.39,167,0,167,0,100,2303,194,12,26,104,26,10,16,0,34,7,72,193,201,198,140,1070,8.42,0.52,1.13,4.52,1.13,0.43,0.69,0,1.48,0.3,3.13,8.38,8.73,8.6,6.08,46.46,180152,271769200,19827,101320,173323,272783,449285,668593,68712,133371,220049,250001,250001,1.95,9.97,17.05,26.83,44.2,16.44,500,0,500,0,100,1077,0,0,0,0,0,0,0,0,0,1077,0,0,0,0,0,0,0,0,0,100,4241,671,3570,15.82,84.18
"06075016601","Census Tract 166.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"016601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016601","Census Tract 166.01",,,,1511,163,163,106,57,47,10,0,0,0,1348,168,127,41,8,33,1180,734,446,10.79,10.79,7.02,3.77,3.11,0.66,0,0,0,89.21,11.12,8.41,2.71,0.53,2.18,78.09,48.58,29.52,2528,48,2480,2370,2105,783,275,200,1.9,98.1,93.75,83.27,30.97,10.88,7.91,2528,48,375,2105,1.9,14.83,83.27,95,0,95,0,100,1511,59,39,9,25,27,13,6,7,64,27,87,122,106,180,130,610,3.9,2.58,0.6,1.65,1.79,0.86,0.4,0.46,4.24,1.79,5.76,8.07,7.02,11.91,8.6,40.37,146691,94880600,30628,94347,152589,223476,524757,968518,63563,127762,202730,250001,250001,2.99,9.2,14.88,21.79,51.16,23.6,275,0,275,0,100,331,9,0,9,0,0,0,0,0,0,322,2.72,0,2.72,0,0,0,0,0,0,97.28,2340,383,1957,16.37,83.63
"06075016602","Census Tract 166.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"016602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016602","Census Tract 166.02",,,,988,89,89,55,34,34,0,0,0,0,899,289,263,26,26,0,610,333,277,9.01,9.01,5.57,3.44,3.44,0,0,0,0,90.99,29.25,26.62,2.63,2.63,0,61.74,33.7,28.04,1710,0,1710,1669,1466,630,284,172,0,100,97.6,85.73,36.84,16.61,10.06,1710,0,244,1466,0,14.27,85.73,12,0,12,0,100,988,22,13,0,0,0,0,0,72,0,0,72,41,17,66,81,604,2.23,1.32,0,0,0,0,0,7.29,0,0,7.29,4.15,1.72,6.68,8.2,61.13,218394,163566500,49983,150151,215984,306325,763201,1329292,81269,205549,226756,250001,250001,3.36,10.11,14.54,20.62,51.37,22.37,161,0,161,0,100,378,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,100,1710,68,1642,3.98,96.02
"06075016700","Census Tract 167, San Francisco County, California","ca","140","00",,,,"06","075",,,"016700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016700","Census Tract 167",,,,2315,284,282,264,18,13,5,2,2,0,2031,562,433,129,111,18,1469,940,529,12.27,12.18,11.4,0.78,0.56,0.22,0.09,0.09,0,87.73,24.28,18.7,5.57,4.79,0.78,63.46,40.6,22.85,4336,144,4192,3984,3387,1658,520,311,3.32,96.68,91.88,78.11,38.24,11.99,7.17,4336,144,805,3387,3.32,18.57,78.11,0,0,0,,,2315,15,0,0,18,45,14,0,19,38,38,97,80,221,195,216,1319,0.65,0,0,0.78,1.94,0.6,0,0.82,1.64,1.64,4.19,3.46,9.55,8.42,9.33,56.98,246989,318379600,65289,145440,252999,404103,652058,970277,104868,192578,250001,250001,250001,4.3,9.57,16.65,26.59,42.9,15.96,395,0,395,0,100,844,0,0,0,0,0,0,0,0,0,844,0,0,0,0,0,0,0,0,0,100,4284,148,4136,3.45,96.55
"06075016801","Census Tract 168.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"016801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016801","Census Tract 168.01",,,,1997,228,228,211,17,7,10,0,0,0,1769,372,243,129,77,52,1397,799,598,11.42,11.42,10.57,0.85,0.35,0.5,0,0,0,88.58,18.63,12.17,6.46,3.86,2.6,69.95,40.01,29.94,3382,271,3111,2886,2414,810,328,191,8.01,91.99,85.33,71.38,23.95,9.7,5.65,3382,271,697,2414,8.01,20.61,71.38,45,0,45,0,100,1997,45,46,48,86,32,7,82,40,35,32,133,260,83,79,121,868,2.25,2.3,2.4,4.31,1.6,0.35,4.11,2,1.75,1.6,6.66,13.02,4.16,3.96,6.06,43.47,148173,162030500,25055,76942,151038,302340,560644,786797,48457,98525,219341,250001,250001,2.25,6.89,13.53,27.09,50.24,17.63,385,38,347,9.87,90.13,600,10,0,0,0,0,0,10,10,0,590,1.67,0,0,0,0,0,1.67,1.67,0,98.33,3237,153,3084,4.73,95.27
"06075016802","Census Tract 168.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"016802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016802","Census Tract 168.02",,,,1924,134,134,88,46,0,46,0,0,0,1790,319,223,96,93,3,1471,799,672,6.96,6.96,4.57,2.39,0,2.39,0,0,0,93.04,16.58,11.59,4.99,4.83,0.16,76.46,41.53,34.93,3168,232,2936,2706,1924,798,341,134,7.32,92.68,85.42,60.73,25.19,10.76,4.23,3168,232,1012,1924,7.32,31.94,60.73,162,0,162,0,100,1924,77,85,107,49,24,33,15,49,46,58,127,191,106,74,208,675,4,4.42,5.56,2.55,1.25,1.72,0.78,2.55,2.39,3.01,6.6,9.93,5.51,3.85,10.81,35.08,109107,119798300,17469,65680,124060,207159,535629,840199,36633,95238,164733,250001,250001,1.84,6.91,13.06,21.81,56.38,22.11,216,41,175,18.98,81.02,453,64,0,0,28,0,28,36,36,0,389,14.13,0,0,6.18,0,6.18,7.95,7.95,0,85.87,3254,409,2845,12.57,87.43
"06075016900","Census Tract 169, San Francisco County, California","ca","140","00",,,,"06","075",,,"016900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016900","Census Tract 169",,,,1620,182,182,150,32,6,26,0,0,0,1438,204,163,41,7,34,1234,856,378,11.23,11.23,9.26,1.98,0.37,1.6,0,0,0,88.77,12.59,10.06,2.53,0.43,2.1,76.17,52.84,23.33,2426,66,2360,2169,1828,775,250,125,2.72,97.28,89.41,75.35,31.95,10.31,5.15,2426,66,532,1828,2.72,21.93,75.35,182,0,182,0,100,1620,58,90,113,31,22,42,0,23,11,22,190,64,74,21,128,731,3.58,5.56,6.98,1.91,1.36,2.59,0,1.42,0.68,1.36,11.73,3.95,4.57,1.3,7.9,45.12,174545,108047700,14663,62708,169588,297827,572447,941559,31087,96477,249569,250001,250001,1.31,5.61,15.18,26.66,51.24,21.07,301,9,292,2.99,97.01,386,20,0,0,0,0,0,20,11,9,366,5.18,0,0,0,0,0,5.18,2.85,2.33,94.82,2320,270,2050,11.64,88.36
